farmer_id,district,state,crop,N_applied_kg_per_ha,N2O_N_direct,N2O_N_indirect,Total_N2O_N,N2O_gas_kg_per_ha,CO2e_kg_per_ha
2002,Gadag,Karnataka,Wheat,150,1.5,0.6,2.1,3.297,982.5060000000001
2003,Gadag,Karnataka,Wheat,160,1.6,0.64,2.24,3.5168000000000004,1048.0064000000002
2004,Gadag,Karnataka,Wheat,100,1.0,0.4,1.4,2.198,655.004
2005,Gadag,Karnataka,Wheat,100,1.0,0.4,1.4,2.198,655.004
2006,Gadag,Karnataka,Wheat,110,1.1,0.44,1.54,2.4178,720.5044
2007,Gadag,Karnataka,Wheat,100,1.0,0.4,1.4,2.198,655.004
2008,Gadag,Karnataka,Wheat,120,1.2,0.48,1.68,2.6376,786.0047999999999
2009,Gadag,Karnataka,Wheat,110,1.1,0.44,1.54,2.4178,720.5044
2010,Gadag,Karnataka,Wheat,140,1.4000000000000001,0.56,1.9600000000000002,3.0772000000000004,917.0056000000001
2011,Gadag,Karnataka,Wheat,110,1.1,0.44,1.54,2.4178,720.5044
2012,Gadag,Karnataka,Wheat,70,0.7000000000000001,0.28,0.9800000000000001,1.5386000000000002,458.50280000000004
2013,Gadag,Karnataka,Wheat,120,1.2,0.48,1.68,2.6376,786.0047999999999
2014,Gadag,Karnataka,Wheat,120,1.2,0.48,1.68,2.6376,786.0047999999999
2015,Gadag,Karnataka,Wheat,60,0.6,0.24,0.84,1.3188,393.00239999999997
2016,Gadag,Karnataka,Wheat,110,1.1,0.44,1.54,2.4178,720.5044
2017,Gadag,Karnataka,Wheat,150,1.5,0.6,2.1,3.297,982.5060000000001
2018,Gadag,Karnataka,Wheat,120,1.2,0.48,1.68,2.6376,786.0047999999999
2019,Gadag,Karnataka,Wheat,110,1.1,0.44,1.54,2.4178,720.5044
2020,Gadag,Karnataka,Wheat,120,1.2,0.48,1.68,2.6376,786.0047999999999
2021,Gadag,Karnataka,Wheat,150,1.5,0.6,2.1,3.297,982.5060000000001
2022,Gadag,Karnataka,Wheat,140,1.4000000000000001,0.56,1.9600000000000002,3.0772000000000004,917.0056000000001
2023,Gadag,Karnataka,Wheat,110,1.1,0.44,1.54,2.4178,720.5044
2024,Gadag,Karnataka,Wheat,120,1.2,0.48,1.68,2.6376,786.0047999999999
2025,Gadag,Karnataka,Wheat,150,1.5,0.6,2.1,3.297,982.5060000000001
2026,Gadag,Karnataka,Wheat,110,1.1,0.44,1.54,2.4178,720.5044
2027,Gadag,Karnataka,Wheat,100,1.0,0.4,1.4,2.198,655.004
2028,Gadag,Karnataka,Wheat,100,1.0,0.4,1.4,2.198,655.004
2029,Gadag,Karnataka,Wheat,120,1.2,0.48,1.68,2.6376,786.0047999999999
2030,Gadag,Karnataka,Wheat,120,1.2,0.48,1.68,2.6376,786.0047999999999
2031,Gadag,Karnataka,Wheat,160,1.6,0.64,2.24,3.5168000000000004,1048.0064000000002
2032,Gadag,Karnataka,Wheat,160,1.6,0.64,2.24,3.5168000000000004,1048.0064000000002
2033,Gadag,Karnataka,Wheat,150,1.5,0.6,2.1,3.297,982.5060000000001
2034,Gadag,Karnataka,Wheat,100,1.0,0.4,1.4,2.198,655.004
2035,Gadag,Karnataka,Wheat,100,1.0,0.4,1.4,2.198,655.004
2036,Gadag,Karnataka,Wheat,110,1.1,0.44,1.54,2.4178,720.5044
2037,Gadag,Karnataka,Wheat,60,0.6,0.24,0.84,1.3188,393.00239999999997
2038,Gadag,Karnataka,Wheat,160,1.6,0.64,2.24,3.5168000000000004,1048.0064000000002
2039,Gadag,Karnataka,Wheat,110,1.1,0.44,1.54,2.4178,720.5044
2040,Gadag,Karnataka,Wheat,110,1.1,0.44,1.54,2.4178,720.5044
2041,Gadag,Karnataka,Wheat,110,1.1,0.44,1.54,2.4178,720.5044
2042,Gadag,Karnataka,Wheat,160,1.6,0.64,2.24,3.5168000000000004,1048.0064000000002
2043,Gadag,Karnataka,Wheat,140,1.4000000000000001,0.56,1.9600000000000002,3.0772000000000004,917.0056000000001
2044,Gadag,Karnataka,Wheat,150,1.5,0.6,2.1,3.297,982.5060000000001
2045,Gadag,Karnataka,Wheat,100,1.0,0.4,1.4,2.198,655.004
2046,Gadag,Karnataka,Wheat,110,1.1,0.44,1.54,2.4178,720.5044
2047,Gadag,Karnataka,Wheat,80,0.8,0.32,1.12,1.7584000000000002,524.0032000000001
2048,Gadag,Karnataka,Wheat,160,1.6,0.64,2.24,3.5168000000000004,1048.0064000000002
2049,Gadag,Karnataka,Wheat,150,1.5,0.6,2.1,3.297,982.5060000000001
2050,Gadag,Karnataka,Wheat,80,0.8,0.32,1.12,1.7584000000000002,524.0032000000001
2051,Gadag,Karnataka,Wheat,120,1.2,0.48,1.68,2.6376,786.0047999999999
2052,Gadag,Karnataka,Wheat,100,1.0,0.4,1.4,2.198,655.004
2053,Gadag,Karnataka,Wheat,80,0.8,0.32,1.12,1.7584000000000002,524.0032000000001
2054,Gadag,Karnataka,Wheat,120,1.2,0.48,1.68,2.6376,786.0047999999999
2055,Gadag,Karnataka,Wheat,110,1.1,0.44,1.54,2.4178,720.5044
2056,Gadag,Karnataka,Wheat,100,1.0,0.4,1.4,2.198,655.004
2057,Gadag,Karnataka,Wheat,110,1.1,0.44,1.54,2.4178,720.5044
2058,Gadag,Karnataka,Wheat,70,0.7000000000000001,0.28,0.9800000000000001,1.5386000000000002,458.50280000000004
2059,Gadag,Karnataka,Wheat,120,1.2,0.48,1.68,2.6376,786.0047999999999
2060,Gadag,Karnataka,Wheat,160,1.6,0.64,2.24,3.5168000000000004,1048.0064000000002
2061,Gadag,Karnataka,Wheat,80,0.8,0.32,1.12,1.7584000000000002,524.0032000000001
2062,Gadag,Karnataka,Wheat,100,1.0,0.4,1.4,2.198,655.004
2063,Gadag,Karnataka,Wheat,120,1.2,0.48,1.68,2.6376,786.0047999999999
2064,Gadag,Karnataka,Wheat,100,1.0,0.4,1.4,2.198,655.004
2065,Gadag,Karnataka,Wheat,120,1.2,0.48,1.68,2.6376,786.0047999999999
2066,Gadag,Karnataka,Wheat,110,1.1,0.44,1.54,2.4178,720.5044
2067,Gadag,Karnataka,Wheat,60,0.6,0.24,0.84,1.3188,393.00239999999997
2068,Gadag,Karnataka,Wheat,120,1.2,0.48,1.68,2.6376,786.0047999999999
2069,Gadag,Karnataka,Wheat,160,1.6,0.64,2.24,3.5168000000000004,1048.0064000000002
2070,Gadag,Karnataka,Wheat,160,1.6,0.64,2.24,3.5168000000000004,1048.0064000000002
2071,Gadag,Karnataka,Wheat,120,1.2,0.48,1.68,2.6376,786.0047999999999
2072,Gadag,Karnataka,Wheat,120,1.2,0.48,1.68,2.6376,786.0047999999999
2073,Gadag,Karnataka,Wheat,110,1.1,0.44,1.54,2.4178,720.5044
2074,Gadag,Karnataka,Wheat,100,1.0,0.4,1.4,2.198,655.004
2075,Gadag,Karnataka,Wheat,110,1.1,0.44,1.54,2.4178,720.5044
2076,Gadag,Karnataka,Wheat,120,1.2,0.48,1.68,2.6376,786.0047999999999
2077,Gadag,Karnataka,Wheat,140,1.4000000000000001,0.56,1.9600000000000002,3.0772000000000004,917.0056000000001
2078,Gadag,Karnataka,Wheat,120,1.2,0.48,1.68,2.6376,786.0047999999999
2079,Gadag,Karnataka,Wheat,160,1.6,0.64,2.24,3.5168000000000004,1048.0064000000002
2080,Gadag,Karnataka,Wheat,140,1.4000000000000001,0.56,1.9600000000000002,3.0772000000000004,917.0056000000001
2081,Gadag,Karnataka,Wheat,80,0.8,0.32,1.12,1.7584000000000002,524.0032000000001
2082,Gadag,Karnataka,Wheat,100,1.0,0.4,1.4,2.198,655.004
2083,Gadag,Karnataka,Wheat,70,0.7000000000000001,0.28,0.9800000000000001,1.5386000000000002,458.50280000000004
2084,Gadag,Karnataka,Wheat,80,0.8,0.32,1.12,1.7584000000000002,524.0032000000001
2085,Gadag,Karnataka,Wheat,120,1.2,0.48,1.68,2.6376,786.0047999999999
2086,Gadag,Karnataka,Wheat,110,1.1,0.44,1.54,2.4178,720.5044
2087,Gadag,Karnataka,Wheat,120,1.2,0.48,1.68,2.6376,786.0047999999999
2088,Gadag,Karnataka,Wheat,110,1.1,0.44,1.54,2.4178,720.5044
2089,Gadag,Karnataka,Wheat,70,0.7000000000000001,0.28,0.9800000000000001,1.5386000000000002,458.50280000000004
2090,Gadag,Karnataka,Wheat,160,1.6,0.64,2.24,3.5168000000000004,1048.0064000000002
2091,Gadag,Karnataka,Wheat,80,0.8,0.32,1.12,1.7584000000000002,524.0032000000001
2092,Gadag,Karnataka,Wheat,150,1.5,0.6,2.1,3.297,982.5060000000001
2093,Gadag,Karnataka,Wheat,110,1.1,0.44,1.54,2.4178,720.5044
2094,Gadag,Karnataka,Wheat,110,1.1,0.44,1.54,2.4178,720.5044
2095,Gadag,Karnataka,Wheat,100,1.0,0.4,1.4,2.198,655.004
2096,Gadag,Karnataka,Wheat,100,1.0,0.4,1.4,2.198,655.004
2097,Gadag,Karnataka,Wheat,110,1.1,0.44,1.54,2.4178,720.5044
2098,Gadag,Karnataka,Wheat,120,1.2,0.48,1.68,2.6376,786.0047999999999
2099,Gadag,Karnataka,Wheat,60,0.6,0.24,0.84,1.3188,393.00239999999997
2100,Gadag,Karnataka,Wheat,110,1.1,0.44,1.54,2.4178,720.5044
2101,Gadag,Karnataka,Wheat,160,1.6,0.64,2.24,3.5168000000000004,1048.0064000000002
2102,Gadag,Karnataka,Wheat,150,1.5,0.6,2.1,3.297,982.5060000000001
2103,Gadag,Karnataka,Wheat,100,1.0,0.4,1.4,2.198,655.004
2104,Gadag,Karnataka,Wheat,160,1.6,0.64,2.24,3.5168000000000004,1048.0064000000002
2105,Gadag,Karnataka,Wheat,120,1.2,0.48,1.68,2.6376,786.0047999999999
2106,Gadag,Karnataka,Wheat,80,0.8,0.32,1.12,1.7584000000000002,524.0032000000001
2107,Gadag,Karnataka,Wheat,70,0.7000000000000001,0.28,0.9800000000000001,1.5386000000000002,458.50280000000004
2108,Gadag,Karnataka,Wheat,120,1.2,0.48,1.68,2.6376,786.0047999999999
2109,Gadag,Karnataka,Wheat,160,1.6,0.64,2.24,3.5168000000000004,1048.0064000000002
2110,Gadag,Karnataka,Wheat,150,1.5,0.6,2.1,3.297,982.5060000000001
2111,Gadag,Karnataka,Wheat,80,0.8,0.32,1.12,1.7584000000000002,524.0032000000001
2112,Gadag,Karnataka,Wheat,100,1.0,0.4,1.4,2.198,655.004
2113,Gadag,Karnataka,Wheat,110,1.1,0.44,1.54,2.4178,720.5044
2114,Gadag,Karnataka,Wheat,160,1.6,0.64,2.24,3.5168000000000004,1048.0064000000002
2115,Gadag,Karnataka,Wheat,110,1.1,0.44,1.54,2.4178,720.5044
2116,Gadag,Karnataka,Wheat,70,0.7000000000000001,0.28,0.9800000000000001,1.5386000000000002,458.50280000000004
2117,Gadag,Karnataka,Wheat,110,1.1,0.44,1.54,2.4178,720.5044
2118,Gadag,Karnataka,Wheat,110,1.1,0.44,1.54,2.4178,720.5044
2119,Gadag,Karnataka,Wheat,80,0.8,0.32,1.12,1.7584000000000002,524.0032000000001
2120,Gadag,Karnataka,Wheat,80,0.8,0.32,1.12,1.7584000000000002,524.0032000000001
2121,Gadag,Karnataka,Wheat,140,1.4000000000000001,0.56,1.9600000000000002,3.0772000000000004,917.0056000000001
2122,Gadag,Karnataka,Wheat,160,1.6,0.64,2.24,3.5168000000000004,1048.0064000000002
2123,Gadag,Karnataka,Wheat,150,1.5,0.6,2.1,3.297,982.5060000000001
2124,Gadag,Karnataka,Wheat,100,1.0,0.4,1.4,2.198,655.004
2125,Gadag,Karnataka,Wheat,110,1.1,0.44,1.54,2.4178,720.5044
2126,Gadag,Karnataka,Wheat,100,1.0,0.4,1.4,2.198,655.004
2127,Gadag,Karnataka,Wheat,100,1.0,0.4,1.4,2.198,655.004
2128,Gadag,Karnataka,Wheat,60,0.6,0.24,0.84,1.3188,393.00239999999997
2129,Gadag,Karnataka,Wheat,80,0.8,0.32,1.12,1.7584000000000002,524.0032000000001
2130,Gadag,Karnataka,Wheat,150,1.5,0.6,2.1,3.297,982.5060000000001
2131,Gadag,Karnataka,Wheat,160,1.6,0.64,2.24,3.5168000000000004,1048.0064000000002
2132,Gadag,Karnataka,Wheat,110,1.1,0.44,1.54,2.4178,720.5044
2133,Gadag,Karnataka,Wheat,120,1.2,0.48,1.68,2.6376,786.0047999999999
2134,Gadag,Karnataka,Wheat,110,1.1,0.44,1.54,2.4178,720.5044
2135,Gadag,Karnataka,Wheat,140,1.4000000000000001,0.56,1.9600000000000002,3.0772000000000004,917.0056000000001
2136,Gadag,Karnataka,Wheat,110,1.1,0.44,1.54,2.4178,720.5044
2137,Gadag,Karnataka,Wheat,110,1.1,0.44,1.54,2.4178,720.5044
2138,Gadag,Karnataka,Wheat,110,1.1,0.44,1.54,2.4178,720.5044
2139,Gadag,Karnataka,Wheat,140,1.4000000000000001,0.56,1.9600000000000002,3.0772000000000004,917.0056000000001
2140,Gadag,Karnataka,Wheat,120,1.2,0.48,1.68,2.6376,786.0047999999999
2141,Gadag,Karnataka,Wheat,120,1.2,0.48,1.68,2.6376,786.0047999999999
2142,Gadag,Karnataka,Wheat,70,0.7000000000000001,0.28,0.9800000000000001,1.5386000000000002,458.50280000000004
2143,Gadag,Karnataka,Wheat,100,1.0,0.4,1.4,2.198,655.004
2144,Gadag,Karnataka,Wheat,110,1.1,0.44,1.54,2.4178,720.5044
2145,Gadag,Karnataka,Wheat,100,1.0,0.4,1.4,2.198,655.004
2146,Gadag,Karnataka,Wheat,160,1.6,0.64,2.24,3.5168000000000004,1048.0064000000002
2147,Gadag,Karnataka,Wheat,80,0.8,0.32,1.12,1.7584000000000002,524.0032000000001
2148,Gadag,Karnataka,Wheat,140,1.4000000000000001,0.56,1.9600000000000002,3.0772000000000004,917.0056000000001
2149,Gadag,Karnataka,Wheat,150,1.5,0.6,2.1,3.297,982.5060000000001
2150,Gadag,Karnataka,Wheat,70,0.7000000000000001,0.28,0.9800000000000001,1.5386000000000002,458.50280000000004
2151,Gadag,Karnataka,Wheat,100,1.0,0.4,1.4,2.198,655.004
2152,Gadag,Karnataka,Wheat,110,1.1,0.44,1.54,2.4178,720.5044
2153,Gadag,Karnataka,Wheat,160,1.6,0.64,2.24,3.5168000000000004,1048.0064000000002
2154,Gadag,Karnataka,Wheat,70,0.7000000000000001,0.28,0.9800000000000001,1.5386000000000002,458.50280000000004
2155,Gadag,Karnataka,Wheat,80,0.8,0.32,1.12,1.7584000000000002,524.0032000000001
2156,Gadag,Karnataka,Wheat,100,1.0,0.4,1.4,2.198,655.004
2157,Gadag,Karnataka,Wheat,100,1.0,0.4,1.4,2.198,655.004
2158,Gadag,Karnataka,Wheat,140,1.4000000000000001,0.56,1.9600000000000002,3.0772000000000004,917.0056000000001
2159,Gadag,Karnataka,Wheat,80,0.8,0.32,1.12,1.7584000000000002,524.0032000000001
2160,Gadag,Karnataka,Wheat,110,1.1,0.44,1.54,2.4178,720.5044
2161,Gadag,Karnataka,Wheat,150,1.5,0.6,2.1,3.297,982.5060000000001
2162,Gadag,Karnataka,Wheat,120,1.2,0.48,1.68,2.6376,786.0047999999999
2163,Gadag,Karnataka,Wheat,140,1.4000000000000001,0.56,1.9600000000000002,3.0772000000000004,917.0056000000001
2164,Gadag,Karnataka,Wheat,110,1.1,0.44,1.54,2.4178,720.5044
2165,Gadag,Karnataka,Wheat,60,0.6,0.24,0.84,1.3188,393.00239999999997
2166,Gadag,Karnataka,Wheat,120,1.2,0.48,1.68,2.6376,786.0047999999999
2167,Gadag,Karnataka,Wheat,70,0.7000000000000001,0.28,0.9800000000000001,1.5386000000000002,458.50280000000004
2168,Gadag,Karnataka,Wheat,140,1.4000000000000001,0.56,1.9600000000000002,3.0772000000000004,917.0056000000001
2169,Gadag,Karnataka,Wheat,120,1.2,0.48,1.68,2.6376,786.0047999999999
2170,Gadag,Karnataka,Wheat,100,1.0,0.4,1.4,2.198,655.004
2171,Gadag,Karnataka,Wheat,160,1.6,0.64,2.24,3.5168000000000004,1048.0064000000002
2172,Gadag,Karnataka,Wheat,160,1.6,0.64,2.24,3.5168000000000004,1048.0064000000002
2173,Gadag,Karnataka,Wheat,120,1.2,0.48,1.68,2.6376,786.0047999999999
2174,Gadag,Karnataka,Wheat,160,1.6,0.64,2.24,3.5168000000000004,1048.0064000000002
2175,Gadag,Karnataka,Wheat,100,1.0,0.4,1.4,2.198,655.004
2176,Gadag,Karnataka,Wheat,80,0.8,0.32,1.12,1.7584000000000002,524.0032000000001
2177,Gadag,Karnataka,Wheat,110,1.1,0.44,1.54,2.4178,720.5044
2178,Gadag,Karnataka,Wheat,120,1.2,0.48,1.68,2.6376,786.0047999999999
2179,Gadag,Karnataka,Wheat,100,1.0,0.4,1.4,2.198,655.004
2180,Gadag,Karnataka,Wheat,110,1.1,0.44,1.54,2.4178,720.5044
2181,Gadag,Karnataka,Wheat,140,1.4000000000000001,0.56,1.9600000000000002,3.0772000000000004,917.0056000000001
2182,Gadag,Karnataka,Wheat,100,1.0,0.4,1.4,2.198,655.004
2183,Gadag,Karnataka,Wheat,100,1.0,0.4,1.4,2.198,655.004
2184,Gadag,Karnataka,Wheat,70,0.7000000000000001,0.28,0.9800000000000001,1.5386000000000002,458.50280000000004
2185,Gadag,Karnataka,Wheat,120,1.2,0.48,1.68,2.6376,786.0047999999999
2186,Gadag,Karnataka,Wheat,70,0.7000000000000001,0.28,0.9800000000000001,1.5386000000000002,458.50280000000004
2187,Gadag,Karnataka,Wheat,120,1.2,0.48,1.68,2.6376,786.0047999999999
2188,Gadag,Karnataka,Wheat,120,1.2,0.48,1.68,2.6376,786.0047999999999
2189,Gadag,Karnataka,Wheat,100,1.0,0.4,1.4,2.198,655.004
2190,Gadag,Karnataka,Wheat,100,1.0,0.4,1.4,2.198,655.004
2191,Gadag,Karnataka,Wheat,120,1.2,0.48,1.68,2.6376,786.0047999999999
2192,Gadag,Karnataka,Wheat,110,1.1,0.44,1.54,2.4178,720.5044
2193,Gadag,Karnataka,Wheat,110,1.1,0.44,1.54,2.4178,720.5044
2194,Gadag,Karnataka,Wheat,150,1.5,0.6,2.1,3.297,982.5060000000001
2195,Gadag,Karnataka,Wheat,110,1.1,0.44,1.54,2.4178,720.5044
2196,Gadag,Karnataka,Wheat,120,1.2,0.48,1.68,2.6376,786.0047999999999
2197,Gadag,Karnataka,Wheat,60,0.6,0.24,0.84,1.3188,393.00239999999997
2198,Gadag,Karnataka,Wheat,60,0.6,0.24,0.84,1.3188,393.00239999999997
2199,Gadag,Karnataka,Wheat,120,1.2,0.48,1.68,2.6376,786.0047999999999
2200,Gadag,Karnataka,Wheat,150,1.5,0.6,2.1,3.297,982.5060000000001
2201,Gadag,Karnataka,Wheat,140,1.4000000000000001,0.56,1.9600000000000002,3.0772000000000004,917.0056000000001
2202,Gadag,Karnataka,Wheat,70,0.7000000000000001,0.28,0.9800000000000001,1.5386000000000002,458.50280000000004
2203,Gadag,Karnataka,Wheat,100,1.0,0.4,1.4,2.198,655.004
2204,Gadag,Karnataka,Wheat,140,1.4000000000000001,0.56,1.9600000000000002,3.0772000000000004,917.0056000000001
2205,Gadag,Karnataka,Wheat,160,1.6,0.64,2.24,3.5168000000000004,1048.0064000000002
2206,Gadag,Karnataka,Wheat,100,1.0,0.4,1.4,2.198,655.004
2207,Gadag,Karnataka,Wheat,100,1.0,0.4,1.4,2.198,655.004
2208,Gadag,Karnataka,Wheat,140,1.4000000000000001,0.56,1.9600000000000002,3.0772000000000004,917.0056000000001
2209,Gadag,Karnataka,Wheat,120,1.2,0.48,1.68,2.6376,786.0047999999999
2210,Gadag,Karnataka,Wheat,60,0.6,0.24,0.84,1.3188,393.00239999999997
2211,Gadag,Karnataka,Wheat,110,1.1,0.44,1.54,2.4178,720.5044
2212,Gadag,Karnataka,Wheat,120,1.2,0.48,1.68,2.6376,786.0047999999999
2213,Gadag,Karnataka,Wheat,120,1.2,0.48,1.68,2.6376,786.0047999999999
2214,Gadag,Karnataka,Wheat,150,1.5,0.6,2.1,3.297,982.5060000000001
2215,Gadag,Karnataka,Wheat,100,1.0,0.4,1.4,2.198,655.004
2216,Gadag,Karnataka,Wheat,150,1.5,0.6,2.1,3.297,982.5060000000001
2217,Gadag,Karnataka,Wheat,110,1.1,0.44,1.54,2.4178,720.5044
2218,Gadag,Karnataka,Wheat,80,0.8,0.32,1.12,1.7584000000000002,524.0032000000001
2219,Gadag,Karnataka,Wheat,100,1.0,0.4,1.4,2.198,655.004
2220,Gadag,Karnataka,Wheat,120,1.2,0.48,1.68,2.6376,786.0047999999999
2221,Gadag,Karnataka,Wheat,100,1.0,0.4,1.4,2.198,655.004
2222,Gadag,Karnataka,Wheat,110,1.1,0.44,1.54,2.4178,720.5044
2223,Gadag,Karnataka,Wheat,120,1.2,0.48,1.68,2.6376,786.0047999999999
2224,Gadag,Karnataka,Wheat,120,1.2,0.48,1.68,2.6376,786.0047999999999
2225,Gadag,Karnataka,Wheat,120,1.2,0.48,1.68,2.6376,786.0047999999999
2226,Gadag,Karnataka,Wheat,70,0.7000000000000001,0.28,0.9800000000000001,1.5386000000000002,458.50280000000004
2227,Gadag,Karnataka,Wheat,100,1.0,0.4,1.4,2.198,655.004
2228,Gadag,Karnataka,Wheat,150,1.5,0.6,2.1,3.297,982.5060000000001
2229,Gadag,Karnataka,Wheat,120,1.2,0.48,1.68,2.6376,786.0047999999999
2230,Gadag,Karnataka,Wheat,100,1.0,0.4,1.4,2.198,655.004
2231,Gadag,Karnataka,Wheat,60,0.6,0.24,0.84,1.3188,393.00239999999997
2232,Gadag,Karnataka,Wheat,120,1.2,0.48,1.68,2.6376,786.0047999999999
2233,Gadag,Karnataka,Wheat,120,1.2,0.48,1.68,2.6376,786.0047999999999
2234,Gadag,Karnataka,Wheat,120,1.2,0.48,1.68,2.6376,786.0047999999999
2235,Gadag,Karnataka,Wheat,80,0.8,0.32,1.12,1.7584000000000002,524.0032000000001
2236,Gadag,Karnataka,Wheat,150,1.5,0.6,2.1,3.297,982.5060000000001
2237,Gadag,Karnataka,Wheat,100,1.0,0.4,1.4,2.198,655.004
2238,Gadag,Karnataka,Wheat,150,1.5,0.6,2.1,3.297,982.5060000000001
2239,Gadag,Karnataka,Wheat,160,1.6,0.64,2.24,3.5168000000000004,1048.0064000000002
2240,Gadag,Karnataka,Wheat,80,0.8,0.32,1.12,1.7584000000000002,524.0032000000001
2241,Gadag,Karnataka,Wheat,70,0.7000000000000001,0.28,0.9800000000000001,1.5386000000000002,458.50280000000004
2242,Gadag,Karnataka,Wheat,120,1.2,0.48,1.68,2.6376,786.0047999999999
2243,Gadag,Karnataka,Wheat,110,1.1,0.44,1.54,2.4178,720.5044
2244,Gadag,Karnataka,Wheat,70,0.7000000000000001,0.28,0.9800000000000001,1.5386000000000002,458.50280000000004
2245,Gadag,Karnataka,Wheat,110,1.1,0.44,1.54,2.4178,720.5044
2246,Gadag,Karnataka,Wheat,110,1.1,0.44,1.54,2.4178,720.5044
2247,Gadag,Karnataka,Wheat,60,0.6,0.24,0.84,1.3188,393.00239999999997
2248,Gadag,Karnataka,Wheat,80,0.8,0.32,1.12,1.7584000000000002,524.0032000000001
2249,Gadag,Karnataka,Wheat,80,0.8,0.32,1.12,1.7584000000000002,524.0032000000001
2250,Gadag,Karnataka,Wheat,100,1.0,0.4,1.4,2.198,655.004
2251,Gadag,Karnataka,Wheat,110,1.1,0.44,1.54,2.4178,720.5044
2252,Gadag,Karnataka,Wheat,120,1.2,0.48,1.68,2.6376,786.0047999999999
2253,Gadag,Karnataka,Wheat,160,1.6,0.64,2.24,3.5168000000000004,1048.0064000000002
2254,Gadag,Karnataka,Wheat,120,1.2,0.48,1.68,2.6376,786.0047999999999
2255,Gadag,Karnataka,Wheat,70,0.7000000000000001,0.28,0.9800000000000001,1.5386000000000002,458.50280000000004
2256,Gadag,Karnataka,Wheat,70,0.7000000000000001,0.28,0.9800000000000001,1.5386000000000002,458.50280000000004
2257,Gadag,Karnataka,Wheat,140,1.4000000000000001,0.56,1.9600000000000002,3.0772000000000004,917.0056000000001
2258,Gadag,Karnataka,Wheat,100,1.0,0.4,1.4,2.198,655.004
2259,Gadag,Karnataka,Wheat,140,1.4000000000000001,0.56,1.9600000000000002,3.0772000000000004,917.0056000000001
2260,Gadag,Karnataka,Wheat,100,1.0,0.4,1.4,2.198,655.004
2261,Gadag,Karnataka,Wheat,60,0.6,0.24,0.84,1.3188,393.00239999999997
2262,Gadag,Karnataka,Wheat,110,1.1,0.44,1.54,2.4178,720.5044
2263,Gadag,Karnataka,Wheat,80,0.8,0.32,1.12,1.7584000000000002,524.0032000000001
2264,Gadag,Karnataka,Wheat,100,1.0,0.4,1.4,2.198,655.004
2265,Gadag,Karnataka,Wheat,110,1.1,0.44,1.54,2.4178,720.5044
2266,Gadag,Karnataka,Wheat,100,1.0,0.4,1.4,2.198,655.004
2267,Gadag,Karnataka,Wheat,80,0.8,0.32,1.12,1.7584000000000002,524.0032000000001
2268,Gadag,Karnataka,Wheat,80,0.8,0.32,1.12,1.7584000000000002,524.0032000000001
2269,Gadag,Karnataka,Wheat,160,1.6,0.64,2.24,3.5168000000000004,1048.0064000000002
2270,Gadag,Karnataka,Wheat,120,1.2,0.48,1.68,2.6376,786.0047999999999
2271,Gadag,Karnataka,Wheat,110,1.1,0.44,1.54,2.4178,720.5044
2272,Gadag,Karnataka,Wheat,100,1.0,0.4,1.4,2.198,655.004
2273,Gadag,Karnataka,Wheat,80,0.8,0.32,1.12,1.7584000000000002,524.0032000000001
2274,Gadag,Karnataka,Wheat,140,1.4000000000000001,0.56,1.9600000000000002,3.0772000000000004,917.0056000000001
2275,Gadag,Karnataka,Wheat,60,0.6,0.24,0.84,1.3188,393.00239999999997
2276,Gadag,Karnataka,Wheat,120,1.2,0.48,1.68,2.6376,786.0047999999999
2277,Gadag,Karnataka,Wheat,140,1.4000000000000001,0.56,1.9600000000000002,3.0772000000000004,917.0056000000001
2278,Gadag,Karnataka,Wheat,120,1.2,0.48,1.68,2.6376,786.0047999999999
2279,Gadag,Karnataka,Wheat,100,1.0,0.4,1.4,2.198,655.004
2280,Gadag,Karnataka,Wheat,120,1.2,0.48,1.68,2.6376,786.0047999999999
2281,Gadag,Karnataka,Wheat,120,1.2,0.48,1.68,2.6376,786.0047999999999
2282,Gadag,Karnataka,Wheat,80,0.8,0.32,1.12,1.7584000000000002,524.0032000000001
2283,Gadag,Karnataka,Wheat,100,1.0,0.4,1.4,2.198,655.004
2284,Gadag,Karnataka,Wheat,110,1.1,0.44,1.54,2.4178,720.5044
2285,Gadag,Karnataka,Wheat,160,1.6,0.64,2.24,3.5168000000000004,1048.0064000000002
2286,Gadag,Karnataka,Wheat,140,1.4000000000000001,0.56,1.9600000000000002,3.0772000000000004,917.0056000000001
2287,Gadag,Karnataka,Wheat,110,1.1,0.44,1.54,2.4178,720.5044
2288,Gadag,Karnataka,Wheat,60,0.6,0.24,0.84,1.3188,393.00239999999997
2289,Gadag,Karnataka,Wheat,120,1.2,0.48,1.68,2.6376,786.0047999999999
2290,Gadag,Karnataka,Wheat,100,1.0,0.4,1.4,2.198,655.004
2291,Gadag,Karnataka,Wheat,100,1.0,0.4,1.4,2.198,655.004
2292,Gadag,Karnataka,Wheat,70,0.7000000000000001,0.28,0.9800000000000001,1.5386000000000002,458.50280000000004
2293,Gadag,Karnataka,Wheat,100,1.0,0.4,1.4,2.198,655.004
2294,Gadag,Karnataka,Wheat,110,1.1,0.44,1.54,2.4178,720.5044
2295,Gadag,Karnataka,Wheat,100,1.0,0.4,1.4,2.198,655.004
2296,Gadag,Karnataka,Wheat,150,1.5,0.6,2.1,3.297,982.5060000000001
